date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
2020-11-06,63,54,53,46,88,53,97,72,18720,21600,2880,3300,13530,1890,312,87,960,11040,2020-11-06T00:50:29.000+00:00,2020-11-06T06:50:29.000+00:00,71.09,65,20,-0.25,-0.06,17.125,58,49,78,1,71,70,137,2394,2594,1923,45360,31800,9000,180,60,0,1.25,2,72,39,71,78,95,96,92,91,40
2020-11-08,85,97,97,49,97,50,99,92,30240,32760,2520,7260,20940,2040,506,92,870,16380,2020-11-07T22:42:30.000+00:00,2020-11-08T07:48:30.000+00:00,69.14,65,26,0.1,0.27,16.75,74,64,95,25,96,94,298,2546,5849,5257,41100,29700,14820,780,0,0,1.34375,1,88,85,83,86,90,96,100,94,81
2020-11-09,73,80,72,40,81,50,81,100,24630,29400,4770,4410,18540,1680,485,84,1290,15750,2020-11-08T22:26:30.000+00:00,2020-11-09T06:36:30.000+00:00,69.21,62,22,0.19,0.32,17.125,66,56,78,25,71,78,171,2420,3422,2639,42540,32820,10860,180,0,0,1.25,2,78,59,82,87,91,89,100,93,21
2020-11-10,77,83,87,32,95,54,86,100,25290,28140,2850,5340,18600,1350,365,90,570,14130,2020-11-09T22:34:50.000+00:00,2020-11-10T06:23:50.000+00:00,73.9,68,17,0.63,0.73,17.625,64,44,95,25,71,63,178,2472,3646,2612,48720,26280,11100,300,0,0,1.3125,1,66,68,82,91,94,51,66,89,48
2020-11-11,78,87,97,34,83,60,94,78,26280,30840,4560,6930,17910,1440,324,85,1020,16500,2020-11-10T23:08:32.000+00:00,2020-11-11T07:42:32.000+00:00,70.92,65,19,0.17,0.54,16.5,62,58,78,25,71,47,127,2363,2501,1916,38940,35580,8220,60,0,3600,1.21875,2,85,70,83,86,98,91,92,88,81
2020-11-12,78,84,95,52,90,56,67,99,25620,29220,3600,6030,17460,2130,353,88,180,14880,2020-11-11T22:54:04.000+00:00,2020-11-12T07:01:04.000+00:00,73.47,68,19,0.39,0.54,17.625,55,45,78,25,40,32,146,2406,2981,2083,46980,30180,9060,180,0,0,1.25,2,76,70,82,94,99,72,75,86,68
2020-11-13,77,79,81,82,100,54,59,94,24510,25020,510,4980,16170,3360,405,98,0,12420,2020-11-12T23:43:50.000+00:00,2020-11-13T06:40:50.000+00:00,68.47,64,35,-0.63,-0.06,17.625,53,42,78,25,40,22,170,2467,3353,2511,49200,26280,10800,120,0,0,1.3125,2,82,68,81,88,95,84,100,93,41
2020-11-14,66,70,75,28,81,48,62,100,22410,26700,4290,4620,16620,1170,382,84,30,13410,2020-11-13T23:00:33.000+00:00,2020-11-14T06:25:33.000+00:00,82.16,75,11,-0.46,None,17.625,64,76,100,25,40,46,590,2859,12823,10738,32160,32100,18660,3300,180,0,1.5,0,62,44,76,85,92,89,17,82,41
2020-11-15,86,99,89,80,97,60,81,78,31920,34680,2760,5430,23220,3270,366,92,450,17520,2020-11-14T22:51:31.000+00:00,2020-11-15T08:29:31.000+00:00,76.38,71,18,-0.16,-0.1,17.375,64,74,100,25,40,49,341,2534,6749,6594,33300,39240,12900,960,0,0,1.3125,0,79,87,85,81,96,100,43,77,90
2020-11-16,83,89,84,96,97,54,67,98,26820,29040,2220,5160,16800,4860,421,92,180,14790,2020-11-15T22:56:33.000+00:00,2020-11-16T07:00:33.000+00:00,71.15,64,32,-0.41,-0.14,17.25,59,51,95,25,40,47,189,2460,3897,2924,43680,24000,11160,300,0,7260,1.3125,1,87,81,87,91,93,91,100,88,62
2020-11-17,53,45,43,3,90,68,89,47,16560,18720,2160,2670,13800,90,227,88,1140,9870,2020-11-17T01:59:29.000+00:00,2020-11-17T07:11:29.000+00:00,69.68,66,21,-0.07,-0.05,16.875,57,48,78,25,40,43,149,2412,2965,2299,45360,31260,9540,240,0,0,1.25,2,72,14,74,88,96,100,94,88,54
2020-11-18,90,97,96,95,99,57,89,100,29430,31560,2130,6480,18750,4200,481,93,630,15540,2020-11-17T22:33:29.000+00:00,2020-11-18T07:19:29.000+00:00,72.04,67,29,-0.27,-0.03,17.75,58,49,100,25,40,35,148,2420,3001,2094,47940,28860,9540,60,0,0,1.28125,0,87,96,79,88,99,96,85,91,79
2020-11-19,73,84,41,44,99,54,72,100,25680,27360,1680,2580,21240,1860,408,94,300,13920,2020-11-18T22:58:03.000+00:00,2020-11-19T06:34:03.000+00:00,73.51,67,20,-0.08,0.04,17.625,54,27,95,25,40,34,261,2599,5131,4300,56040,17400,12120,840,0,0,1.375,1,78,58,79,86,98,100,85,90,49
2020-11-20,43,28,32,4,88,59,91,32,12690,14640,1950,2040,10470,180,155,87,1050,7560,2020-11-20T03:09:32.000+00:00,2020-11-20T07:13:32.000+00:00,72.14,68,12,-0.21,0.01,16,57,64,78,25,40,30,278,2571,5489,4550,39060,29580,17400,360,0,0,1.34375,2,72,None,62,75,99,98,69,79,62
2020-11-21,80,100,96,22,98,55,67,82,32760,35340,2580,6240,25560,960,473,93,150,17730,2020-11-20T22:40:33.000+00:00,2020-11-21T08:29:33.000+00:00,72,65,18,-0.1,0.05,16.75,49,61,100,1,1,30,257,2487,4883,4465,38580,34380,12660,780,0,0,1.3125,0,83,74,72,89,99,100,95,75,93
2020-11-22,67,57,62,62,100,73,78,54,19440,20340,900,3840,13050,2550,218,96,390,10140,2020-11-22T01:43:17.000+00:00,2020-11-22T07:22:17.000+00:00,76.13,67,18,0.53,0.31,18.125,65,89,78,25,40,55,485,2721,10415,8785,25980,35700,13440,3360,0,7920,1.40625,2,62,45,65,90,99,60,86,72,1
2020-11-23,80,94,95,35,81,52,91,89,27870,33240,5370,5850,20520,1500,421,84,1050,17160,2020-11-22T22:34:32.000+00:00,2020-11-23T07:48:32.000+00:00,70.3,65,16,0.55,0.57,16.75,60,50,95,25,40,51,171,2445,3540,2547,47040,28980,10200,180,0,0,1.28125,1,77,74,70,91,93,58,100,65,83
2020-11-24,78,84,96,59,88,50,67,98,25680,29460,3780,6150,17070,2460,357,87,150,15240,2020-11-23T22:49:29.000+00:00,2020-11-24T07:00:29.000+00:00,69.07,63,21,0.04,0.51,16.875,61,58,100,25,40,48,279,2584,5423,4384,41820,28200,15900,480,0,0,1.34375,0,80,69,72,86,96,100,100,69,84
2020-11-25,73,79,46,37,88,66,86,100,24510,28080,3570,2880,20070,1560,314,87,570,14250,2020-11-24T22:55:32.000+00:00,2020-11-25T06:43:32.000+00:00,71.27,65,19,0.05,0.32,17.625,60,52,95,25,40,49,308,2651,5983,4734,46620,23160,15660,840,120,0,1.40625,1,76,58,72,87,95,100,95,69,62
2020-11-26,71,72,85,59,90,47,72,85,22890,25920,3030,5190,15240,2460,419,88,270,13050,2020-11-25T23:51:57.000+00:00,2020-11-26T07:03:57.000+00:00,69.06,63,22,-0.19,0.14,16.625,56,53,60,25,40,43,234,2536,4602,3759,43860,28740,13440,360,0,0,1.34375,3,76,54,70,81,94,98,100,74,71
2020-11-27,87,93,90,79,97,61,83,99,27780,30120,2340,5520,19020,3240,388,92,510,14910,2020-11-26T22:52:02.000+00:00,2020-11-27T07:14:02.000+00:00,70.33,66,19,0.37,0.29,17.5,56,54,78,25,40,34,202,2466,3908,3412,43500,30780,11940,180,0,0,1.28125,2,81,89,76,87,95,73,85,75,95
2020-11-28,77,93,100,11,72,50,86,97,27630,34380,6750,8970,18180,480,480,80,600,16590,2020-11-27T22:28:00.000+00:00,2020-11-28T08:01:00.000+00:00,72.83,64,15,0.2,0.42,16.25,74,76,100,43,71,68,566,2821,12474,9857,32220,31800,14700,4260,0,3420,1.46875,0,81,67,79,88,97,88,100,68,74
2020-11-29,81,99,98,47,88,59,83,55,31290,35820,4530,7800,21540,1950,412,87,1230,18600,2020-11-28T23:18:02.000+00:00,2020-11-29T09:15:02.000+00:00,67.77,64,18,-0.3,0.26,16.75,68,91,100,25,40,62,441,2740,8962,7596,26040,34980,24900,480,0,0,1.4375,0,85,76,87,84,88,95,100,67,100
2020-11-30,55,54,40,13,65,45,91,82,18720,24420,5700,2520,15690,510,390,77,690,13710,2020-11-29T23:46:58.000+00:00,2020-11-30T06:33:58.000+00:00,68.4,63,19,-0.1,0.1,15.75,59,45,95,25,40,56,244,2577,5100,3758,48240,22140,15660,360,0,0,1.375,1,70,18,78,94,83,100,100,68,53
2020-12-01,81,93,76,97,90,47,59,94,27720,31380,3660,4680,17520,5520,506,88,1770,16350,2020-11-30T22:38:01.000+00:00,2020-12-01T07:21:01.000+00:00,66.19,60,33,0.27,0.23,16.375,58,51,78,25,40,48,193,2441,3919,3280,44760,30720,10680,240,0,0,1.28125,2,85,76,81,83,86,81,100,86,88
2020-12-02,84,92,91,77,95,56,67,100,27570,30600,3030,5550,18870,3150,431,90,180,14880,2020-12-01T22:50:01.000+00:00,2020-12-02T07:20:01.000+00:00,69.55,64,30,-0.25,-0.02,17.5,56,39,95,25,40,38,165,2449,3330,2600,49200,26700,10440,60,0,0,1.28125,1,86,83,84,87,88,96,99,91,69
2020-12-03,59,56,77,17,90,45,83,61,19110,21840,2730,4740,13650,720,383,88,510,11250,2020-12-03T01:09:02.000+00:00,2020-12-03T07:13:02.000+00:00,69.18,61,20,-0.38,-0.08,16.625,59,66,100,25,40,28,189,2448,3841,3070,37740,29940,11040,180,0,7500,1.28125,0,70,26,75,85,92,92,97,90,20
2020-12-04,91,97,96,96,97,68,91,87,30210,32940,2730,6510,18930,4770,440,92,1080,16740,2020-12-03T22:46:30.000+00:00,2020-12-04T07:55:30.000+00:00,68.83,63,30,0.02,0.02,17.25,52,37,78,25,40,23,216,2501,4243,3687,51240,22440,12360,360,0,0,1.3125,2,91,99,81,92,95,100,100,95,77
2020-12-05,53,49,49,29,99,56,67,35,17490,18600,1110,3060,13200,1230,274,94,180,9210,2020-12-05T02:35:31.000+00:00,2020-12-05T07:45:31.000+00:00,73.08,67,21,-0.38,-0.06,17.625,60,86,100,25,1,38,437,2661,8616,7830,28200,39540,16320,2220,120,0,1.375,0,65,12,70,80,96,92,64,94,43
2020-12-06,69,96,97,24,72,53,12,74,28680,36000,7320,6870,20790,1020,428,80,3480,19770,2020-12-05T22:21:29.000+00:00,2020-12-06T08:21:29.000+00:00,70.78,62,19,0.08,0.12,16.5,58,77,100,25,1,38,319,2538,6220,5756,31260,38280,16380,480,0,0,1.3125,0,82,48,75,90,90,98,100,92,88
2020-12-07,78,89,95,43,90,47,72,95,26730,30300,3570,5940,19020,1770,476,88,300,15000,2020-12-06T22:59:32.000+00:00,2020-12-07T07:24:32.000+00:00,66.74,61,27,-0.11,0.13,16.75,49,50,60,25,1,36,175,2410,3386,2907,43860,31920,10440,120,60,0,1.25,3,85,69,77,93,89,100,98,94,83
2020-12-08,87,91,97,95,99,61,72,100,27270,29040,1770,7020,16260,3990,365,94,300,14730,2020-12-07T22:33:29.000+00:00,2020-12-08T06:37:29.000+00:00,74.18,71,19,0.07,0.23,17.375,49,48,60,25,1,32,126,2348,2602,2004,46020,32040,8160,180,0,0,1.21875,3,82,90,80,87,92,99,46,92,96
2020-12-09,77,94,96,14,88,54,75,91,27900,32160,4260,6390,20940,570,411,87,1410,17010,2020-12-08T22:32:30.000+00:00,2020-12-09T07:28:30.000+00:00,71.9,67,19,-0.15,0.18,16.875,55,64,100,25,1,28,197,2443,3935,3197,38400,29400,12180,180,0,6240,1.28125,0,83,67,83,88,96,100,80,90,82
2020-12-10,71,76,82,31,83,49,86,91,23880,28140,4260,5040,17520,1320,372,85,1200,14790,2020-12-09T23:09:33.000+00:00,2020-12-10T06:58:33.000+00:00,74.07,67,23,-0.63,-0.1,17.25,52,53,95,25,1,21,285,2566,5853,4988,43560,25380,17280,180,0,0,1.34375,1,78,53,81,91,97,84,72,90,67
2020-12-11,70,65,67,76,81,52,89,86,21120,25200,4080,4110,13920,3090,318,84,1140,13020,2020-12-10T23:49:30.000+00:00,2020-12-11T06:49:30.000+00:00,73.14,67,19,-0.1,-0.13,17,71,63,95,43,40,79,668,2973,15112,12051,38760,29640,10680,7320,0,0,1.5625,1,73,51,74,84,96,100,72,88,53
2020-12-12,78,91,95,34,96,42,70,100,27180,30000,2820,5910,19830,1440,550,91,210,14520,2020-12-11T22:28:33.000+00:00,2020-12-12T06:48:33.000+00:00,74.36,68,25,0.13,0.07,18,66,65,100,25,40,78,343,2630,7123,5963,37320,30840,17460,780,0,0,1.375,0,73,69,77,73,81,94,64,90,47
2020-12-13,79,86,67,43,90,66,91,94,26130,29760,3630,4140,20220,1770,318,88,720,15090,2020-12-12T22:59:51.000+00:00,2020-12-13T07:15:51.000+00:00,70.61,65,20,0.41,0.38,16.5,71,77,100,43,40,87,452,2714,9627,8044,31500,34320,18300,2280,0,0,1.40625,0,79,71,78,87,80,70,100,89,52
2020-12-14,85,92,98,56,93,65,89,91,27570,30840,3270,7470,17760,2340,306,89,660,15750,2020-12-13T22:54:32.000+00:00,2020-12-14T07:28:32.000+00:00,71.88,66,18,-0.09,0.34,17.625,64,71,78,43,40,82,204,2430,3957,3447,33600,30600,8400,600,120,13080,1.28125,2,82,85,80,88,74,100,72,86,95
2020-12-15,76,92,95,18,93,42,67,97,27540,30960,3420,6030,20730,780,460,89,180,15570,2020-12-14T22:45:31.000+00:00,2020-12-15T07:21:31.000+00:00,72.58,63,21,0.41,0.4,17.125,69,58,100,43,40,71,259,2536,5132,4247,40320,32100,13380,600,0,0,1.3125,0,74,64,83,92,78,70,97,86,14
2020-12-16,88,95,95,88,99,71,83,74,28110,30060,1950,5850,18690,3570,406,94,540,14850,2020-12-15T23:44:29.000+00:00,2020-12-16T08:05:29.000+00:00,68.65,65,29,0.02,0.36,17.125,70,76,95,43,40,65,562,2913,11293,10195,34140,25920,24840,1380,120,0,1.53125,1,89,92,86,88,80,100,89,90,100
2020-12-17,64,73,88,6,69,53,75,66,22950,28980,6030,5400,17340,210,357,79,1410,15210,2020-12-16T23:52:33.000+00:00,2020-12-17T07:55:33.000+00:00,73.97,66,16,-0.14,0.24,16.5,74,70,100,60,40,66,406,2671,8616,7098,35700,32040,16560,2100,0,0,1.40625,0,68,36,82,79,71,100,80,86,24
2020-12-18,79,100,98,35,93,54,67,69,35190,39360,4170,7710,26010,1470,529,89,180,20280,2020-12-17T22:22:32.000+00:00,2020-12-18T09:18:32.000+00:00,71.65,65,20,-0.3,0.03,17.375,71,74,100,43,40,76,411,2636,5714,7209,33420,34380,12660,2820,0,3120,1.375,0,84,71,95,86,70,95,97,85,71
2020-12-19,71,83,84,43,86,49,75,61,25350,29580,4230,5130,18450,1770,419,86,360,15570,2020-12-18T23:57:33.000+00:00,2020-12-19T08:10:33.000+00:00,68.61,62,23,0.02,0.05,16.75,68,69,95,43,40,77,383,2708,7041,6056,35760,30960,18540,900,240,0,1.40625,1,79,52,94,88,70,100,98,87,46
2020-12-20,83,100,97,76,97,62,67,49,32550,35340,2790,7380,22080,3090,462,92,150,17880,2020-12-19T23:43:50.000+00:00,2020-12-20T09:32:50.000+00:00,74.06,66,25,0.73,0.44,17.875,74,86,100,43,71,99,1167,3441,18305,20023,26100,36480,13440,10380,0,0,1.78125,0,69,80,100,85,71,43,88,89,13
2020-12-21,76,90,86,37,88,66,64,67,26970,31200,4230,5250,20190,1530,398,86,90,15210,2020-12-20T23:52:22.000+00:00,2020-12-21T08:32:22.000+00:00,72.56,66,20,0.27,0.61,17.375,69,68,100,43,71,98,266,2495,5514,4789,36660,35520,13980,240,0,0,1.3125,0,78,64,100,66,47,82,79,87,73
2020-12-22,75,80,79,52,90,51,99,69,24720,27960,3240,4860,17730,2130,441,88,870,14070,2020-12-22T00:06:14.000+00:00,2020-12-22T07:52:14.000+00:00,73.65,69,20,0.11,0.51,17.25,87,89,100,60,96,100,910,3213,20299,16951,26640,31740,20040,7920,60,0,1.6875,0,74,62,97,91,51,95,54,87,52
2020-12-23,80,94,95,35,93,54,89,74,28020,31620,3600,6030,20520,1470,444,89,630,15870,2020-12-22T23:26:01.000+00:00,2020-12-23T08:13:01.000+00:00,77.97,70,15,0.74,0.62,18.125,85,69,60,78,96,99,374,2648,7398,6669,35460,27060,12900,1920,0,9060,1.40625,3,59,73,97,72,36,42,55,79,37
2020-12-24,63,46,64,35,98,73,83,81,16860,18180,1320,3930,11430,1500,241,93,510,9000,2020-12-24T01:07:17.000+00:00,2020-12-24T06:10:17.000+00:00,70.37,66,20,0.24,0.63,17.625,89,73,100,78,100,98,558,2902,11507,9262,33420,25980,24120,2640,240,0,1.53125,0,67,34,82,87,41,84,90,79,28
2020-12-25,88,96,89,96,95,64,72,93,28800,32100,3300,5460,18480,4860,385,90,270,15480,2020-12-24T22:55:30.000+00:00,2020-12-25T07:50:30.000+00:00,69.04,64,26,0.34,0.58,17.75,86,75,100,78,96,96,387,2666,7943,6799,33120,32220,20460,600,0,0,1.40625,0,83,92,84,80,41,75,90,86,100
2020-12-26,81,88,89,68,88,62,81,86,26490,30420,3930,5430,18270,2790,329,87,1290,15510,2020-12-25T23:08:28.000+00:00,2020-12-26T07:35:28.000+00:00,75.18,69,17,0.39,0.54,17.875,87,72,100,95,100,97,499,2739,11429,8924,34500,35040,12420,4440,0,0,1.4375,0,71,75,83,90,48,71,56,79,83
2020-12-27,85,100,95,95,97,58,67,62,33720,36480,2760,6120,23520,4080,438,92,180,18390,2020-12-26T23:07:30.000+00:00,2020-12-27T09:15:30.000+00:00,71.42,64,26,0.3,0.56,17.625,86,86,100,95,96,95,459,2714,9335,8580,27840,37440,19860,1260,0,0,1.40625,0,83,85,93,84,48,79,99,86,65
2020-12-28,85,95,96,96,81,71,72,70,28380,33780,5400,6150,17460,4770,341,84,270,17790,2020-12-27T23:02:33.000+00:00,2020-12-28T08:25:33.000+00:00,71.09,64,28,0.16,0.48,17.75,74,74,95,100,100,96,643,2904,13417,11564,33360,32160,16440,4440,0,0,1.53125,1,85,85,95,91,52,92,99,90,62
2020-12-29,67,74,86,37,67,51,94,52,23370,30060,6690,5250,16590,1530,355,78,780,16770,2020-12-28T23:55:31.000+00:00,2020-12-29T08:16:31.000+00:00,70.34,64,19,0.03,0.36,16.875,81,83,100,95,96,95,221,2431,4299,3729,29400,38400,12180,420,60,5940,1.25,0,73,41,90,79,49,100,100,88,34
2020-12-30,79,93,95,25,83,65,75,87,27690,32580,4890,5850,20790,1050,385,85,360,17070,2020-12-29T22:41:19.000+00:00,2020-12-30T07:44:19.000+00:00,69.64,63,23,0.04,0.29,17.125,95,88,95,95,100,95,651,2957,13947,11988,28740,31080,23700,2820,60,0,1.53125,1,84,70,91,99,59,100,100,89,66
2020-12-31,82,99,97,41,93,48,99,76,31440,35580,4140,7140,22560,1740,578,88,900,17790,2020-12-30T22:50:30.000+00:00,2020-12-31T08:43:30.000+00:00,68.18,63,28,0.17,0.3,16.875,93,68,100,95,100,96,593,2874,12673,10413,35100,30180,16620,4380,120,0,1.5,0,86,78,97,82,54,91,100,92,76
2021-01-01,79,94,93,41,97,73,75,47,27900,30360,2460,5670,20490,1740,374,92,330,15090,2021-01-01T00:32:32.000+00:00,2021-01-01T08:58:32.000+00:00,78.8,73,16,0.52,0.48,18.125,93,69,95,100,100,97,435,2657,10172,7636,35820,36000,10500,4080,0,0,1.375,1,59,70,97,79,53,60,30,87,40
2021-01-02,71,91,96,44,62,53,91,24,27150,35820,8670,6570,18720,1860,421,76,1080,20430,2021-01-01T23:50:30.000+00:00,2021-01-02T09:47:30.000+00:00,70.63,62,22,0.39,0.6,16.375,92,77,100,100,100,99,733,2944,15791,12511,32100,38160,9120,6960,60,0,1.53125,0,79,51,95,86,57,72,100,88,68
2021-01-03,78,100,99,41,88,57,62,59,33570,38700,5130,8340,23490,1740,458,87,1740,20100,2021-01-02T22:45:32.000+00:00,2021-01-03T09:30:32.000+00:00,67.46,58,25,0.02,0.48,16.625,89,76,100,95,100,98,264,2491,5064,4389,32640,36420,12660,1020,60,3600,1.3125,0,81,68,100,78,53,100,90,89,58
2021-01-04,55,62,42,18,100,62,64,19,20430,21600,1170,2610,17040,780,238,95,120,10800,2021-01-04T03:01:30.000+00:00,2021-01-04T09:01:30.000+00:00,65.81,62,19,-0.26,0.19,16.125,95,74,100,95,100,98,557,2820,11603,10018,33120,33600,15420,4260,0,0,1.46875,0,75,12,93,96,62,96,100,87,59
2021-01-05,78,89,96,17,95,67,94,68,26670,29580,2910,6360,19620,690,281,90,1020,15450,2021-01-04T23:44:33.000+00:00,2021-01-05T07:57:33.000+00:00,67.97,63,23,-0.59,-0.13,17.25,93,62,95,100,100,98,613,2938,13545,10911,40680,23940,17160,4620,0,0,1.5625,1,82,68,92,84,60,85,100,88,66
2021-01-06,61,53,69,26,97,81,91,18,18360,19980,1620,4260,12960,1140,213,92,1050,10350,2021-01-06T03:16:47.000+00:00,2021-01-06T08:49:47.000+00:00,69.6,66,19,0.37,0.06,17,97,88,100,100,100,99,767,3032,17162,13750,27720,36600,15000,7080,0,0,1.5625,0,69,26,78,74,59,73,76,87,84
2021-01-07,81,96,96,31,90,58,72,97,29070,33060,3990,6390,21360,1320,439,88,270,16080,2021-01-06T22:37:31.000+00:00,2021-01-07T07:48:31.000+00:00,73.82,69,15,0.03,0.24,17.125,82,41,60,95,100,98,219,2486,4458,3760,49140,25680,10920,660,0,0,1.3125,3,73,75,81,82,53,100,43,78,100
2021-01-08,78,73,84,89,99,78,78,54,23160,24660,1500,5160,14340,3660,250,94,420,11970,2021-01-08T01:10:30.000+00:00,2021-01-08T08:01:30.000+00:00,69.85,66,25,0.26,0.39,17.5,84,48,78,78,100,96,180,2452,3361,2813,44940,28680,9060,600,60,3060,1.28125,2,75,68,75,82,63,82,77,84,72
2021-01-09,64,71,74,13,97,60,67,47,22620,24540,1920,4530,17580,510,323,92,150,11760,2021-01-09T01:29:32.000+00:00,2021-01-09T08:18:32.000+00:00,68.3,63,28,-0.09,0.28,17.625,86,84,100,60,96,93,250,2437,5163,4254,26460,44760,14940,240,0,0,1.25,0,73,34,71,87,71,100,94,88,69
2021-01-10,84,96,95,97,88,51,64,83,29370,33660,4290,5940,17730,5700,399,87,120,16740,2021-01-09T22:54:33.000+00:00,2021-01-10T08:15:33.000+00:00,67,60,31,-0.22,-0.14,17.5,92,90,95,78,100,96,661,2910,14682,11702,25860,39420,15600,5460,60,0,1.5,1,86,83,76,87,79,97,99,92,94
2021-01-11,84,98,95,31,97,71,81,84,30900,33720,2820,5910,23700,1290,326,92,450,17250,2021-01-10T22:42:35.000+00:00,2021-01-11T08:04:35.000+00:00,68.16,63,20,0.06,0.01,17.125,81,59,95,60,96,87,173,2410,3480,2767,39300,35760,11220,120,0,0,1.25,1,87,83,84,87,72,100,100,90,89
2021-01-12,76,96,96,1,96,52,67,88,29400,32280,2880,6480,22920,0,438,91,150,16080,2021-01-11T22:56:30.000+00:00,2021-01-12T07:54:30.000+00:00,69.32,64,17,0.08,0.21,16.5,69,70,60,43,71,67,148,2364,3075,2304,35820,32820,8640,180,0,8940,1.25,3,85,63,88,94,81,98,100,87,78
2021-01-13,80,96,96,11,96,60,78,92,28590,31440,2850,6390,21750,450,462,91,420,15840,2021-01-12T22:50:32.000+00:00,2021-01-13T07:34:32.000+00:00,67.17,63,21,-0.36,0.1,17.125,59,50,78,25,40,55,221,2492,4324,3384,41880,31860,12000,480,180,0,1.3125,2,89,73,91,96,89,93,100,87,84
2021-01-14,71,74,95,11,98,79,86,43,23400,25140,1740,5820,17100,480,241,93,1170,12900,2021-01-14T01:19:30.000+00:00,2021-01-14T08:18:30.000+00:00,66.9,63,20,-0.21,-0.01,17,58,47,78,25,40,50,204,2482,4256,3223,46320,29520,9720,840,0,0,1.3125,2,83,50,86,87,93,98,99,86,85
2021-01-15,62,60,89,1,96,74,72,47,19980,21900,1920,5430,14550,0,319,91,300,11220,2021-01-15T01:37:32.000+00:00,2021-01-15T07:42:32.000+00:00,69.39,65,17,0.4,0.2,16.875,59,54,95,25,40,39,159,2393,3202,2534,43020,33180,9960,240,0,0,1.25,1,70,28,77,85,97,71,74,79,89
2021-01-16,89,100,96,95,97,54,86,84,33360,36120,2760,6210,23190,3960,547,92,570,17550,2021-01-15T22:38:00.000+00:00,2021-01-16T08:40:00.000+00:00,77.03,69,23,0.34,0.46,17.75,62,79,95,25,40,39,354,2600,6848,6094,30660,37320,17220,1200,0,0,1.34375,1,81,95,86,90,99,76,41,82,82
2021-01-17,81,97,96,47,93,60,67,75,29430,33060,3630,6330,21120,1980,447,89,150,16170,2021-01-16T23:18:32.000+00:00,2021-01-17T08:29:32.000+00:00,74.75,70,19,0.18,0.5,17.625,72,88,95,25,40,94,741,3042,17225,13267,20580,17940,13200,7320,0,27360,1.625,1,81,75,90,95,99,89,42,79,100
2021-01-19,62,57,87,46,60,63,78,52,19290,25740,6450,5340,12060,1890,226,75,390,13920,2021-01-19T00:43:02.000+00:00,2021-01-19T07:52:02.000+00:00,69.97,66,27,-0.05,0.34,17.375,65,56,95,25,40,77,226,2519,4759,3433,40980,30660,14460,300,0,0,1.3125,1,74,28,78,89,97,100,84,86,60
2021-01-20,67,68,79,26,83,48,94,81,21960,26040,4080,4860,15960,1140,371,84,780,13890,2021-01-19T23:44:00.000+00:00,2021-01-20T06:58:00.000+00:00,73.48,69,13,-0.32,0.1,16.75,58,36,78,25,40,65,197,2535,3916,2730,51300,22620,12240,240,0,0,1.34375,2,69,40,71,90,95,94,60,72,67
2021-01-21,46,41,41,19,62,48,78,42,15720,20820,5100,2550,12360,810,245,76,1380,10800,2021-01-21T01:55:04.000+00:00,2021-01-21T07:42:04.000+00:00,72.58,67,15,-0.52,-0.11,16.875,60,51,95,25,40,53,181,2437,3598,2845,42060,34080,9840,300,120,0,1.28125,1,68,None,56,81,93,87,77,64,55
2021-01-22,89,95,97,88,97,69,70,100,28560,31080,2520,6810,18180,3570,358,92,210,15000,2021-01-21T22:25:57.000+00:00,2021-01-22T07:03:57.000+00:00,76.47,72,16,0.13,0.02,17.625,58,53,95,25,40,37,154,2393,3065,2461,45300,31140,9840,120,0,0,1.25,1,70,95,61,88,92,94,28,59,96
2021-01-23,80,93,96,37,81,59,89,88,27840,33120,5280,6240,20070,1530,403,84,1140,18000,2021-01-22T22:22:03.000+00:00,2021-01-23T07:34:03.000+00:00,69.7,64,21,-0.37,0.04,17.25,57,60,78,25,40,31,279,2562,5302,4956,39780,21960,13620,480,60,10500,1.375,2,78,72,65,87,90,92,100,63,92
2021-01-24,54,33,31,67,99,91,75,15,13860,14700,840,1950,9150,2760,123,94,360,7320,2021-01-24T04:22:00.000+00:00,2021-01-24T08:27:00.000+00:00,77.35,71,13,0.41,0.28,17.125,60,85,100,25,1,43,518,2773,10737,9672,28260,37440,18000,2700,0,0,1.4375,0,44,8,49,86,92,70,37,50,19
